filename,Wirtschaft,Umwelt,Politik
DIE_LINKE,0.8488059043884277,0.7367569208145142,0.9744433760643005
FDP,0.8308613300323486,0.7745791077613831,0.9863009452819824
DIE_GRUENEN,0.8430626392364502,0.6769753098487854,0.9824510216712952
AFD,0.8165357112884521,0.7890875935554504,0.9889461398124695
CDU-CSU,0.814809262752533,0.7528473138809204,0.9853408932685852
SPD,0.802176833152771,0.7445802688598633,0.9847049713134766
