PCA1,PCA2,Topic
-60.10614742604725,-2.709531901972973e-10,1
-60.10614742604588,-2.7363215806298565e-10,2
180.31844227854768,2.14971044636838e-14,3
-60.106147426454505,5.446498395699776e-10,4
