PCA1,PCA2,Topic
-82.9174972025333,-3.739934130482901e-10,1
248.7524916081754,-6.182527093437683e-15,2
-82.91749720270484,-3.946756058509992e-11,3
-82.91749720293724,4.134424260501771e-10,4
