PCA1,PCA2,Topic
104.73444621618182,6.636754420513724e-15,1
-34.91148207207271,1.6324845164565205e-11,2
-34.9114820720559,-6.341252239342008e-12,3
-34.91148207205318,-9.96368266197029e-12,4
