PCA1,PCA2,Topic
-136.49380147312235,516.8352455459731,1
-356.83535456534554,-128.37843509122985,2
1460.98709663773,-80.45475962904376,3
-566.4468192766102,-132.004754772094,4
165.23569795395497,-43.99254128151122,5
-566.4468192766102,-132.004754772094,6
