PCA1,PCA2,Topic
-60.106147426047244,-2.7100411292692065e-10,1
-60.106147426045894,-2.7362262932297667e-10,2
180.3184422785477,-4.982279132430464e-15,3
-60.10614742645451,5.446117954088037e-10,4
