PCA1,PCA2,Topic
-136.49380147312152,516.8352455459377,1
-356.835354565342,-128.37843509124522,2
1460.9870966377155,-80.45475962907916,3
-566.4468192766034,-132.00475477211305,4
165.2356979539543,-43.9925412813872,5
-566.4468192766034,-132.00475477211305,6
