PCA1,PCA2,Topic
-136.49380147311837,516.8352455458896,1
-356.8353545653351,-128.37843509120106,2
1460.9870966376895,-80.45475962901362,3
-566.4468192765926,-132.00475477206055,4
165.23569795395062,-43.99254128155341,5
-566.4468192765926,-132.00475477206055,6
