PCA1,PCA2,Topic
-136.4938014731279,516.8352455458821,1
-356.83535456536134,-128.37843509120773,2
1460.9870966377941,-80.45475962902955,3
-566.4468192766351,-132.00475477207038,4
165.2356979539641,-43.99254128150364,5
-566.4468192766351,-132.00475477207038,6
