PCA1,PCA2,Topic
-33.0822691665255,4.403717806981092e-10,1
-33.08226916703839,-2.2416755950783053e-10,2
-33.08226916703221,-2.161844453955154e-10,3
99.24680750059612,6.591929325511863e-15,4
