PCA1,PCA2,Topic
-3.297606539273,-1.7925175804052293e-11,1
9.892819617930902,3.120657200751394e-17,2
-3.2976065394387044,6.170695786587534e-11,3
-3.2976065392192053,-4.378168844592201e-11,4
