PCA1,PCA2,Topic
-4.808765801260804,5.462136931099186e-10,1
-4.808765799820412,-1.0033171592031041e-10,2
14.426297400131865,-1.1893919054693056e-15,3
-4.80876579905057,-4.4588554560031667e-10,4
