PCA1,PCA2,Topic
-11.924204240740863,3.9111593594027727e-10,1
35.772612723527914,-6.0507183863520525e-15,2
-11.924204241538261,-3.256936757280707e-10,3
-11.924204241248752,-6.544041234279923e-11,4
